331.355,331.49,326.37,329.37,317.12,27073182.0,24107990.65,2.014278094,31671000000.0,18730000000.0,75.33811494,22.08,6.2,330.31,333.45,330.0,333.13,319.9777778,26487109.0,24182694.9,2.238261709,31671000000.0,18730000000.0,77.30706157,24.9,6.2,333.9,334.9,330.65,334.0,322.56,21500082.0,23857571.05,2.388667182,31671000000.0,18730000000.0,77.74971051,26.59,6.2,332.89,336.54,329.51,336.44,325.5911111,23992202.0,24035657.6,2.52118055,31671000000.0,18730000000.0,78.98764775,25.68,6.2,338.51,338.79,334.4217,336.06,328.6944444,22570098.0,24279877.5,2.56046334,31671000000.0,18730000000.0,78.25740566,26.9,6.2,337.3,337.65,334.44,336.99,331.6811111,20897001.0,24359795.85,2.561291238,31671000000.0,18730000000.0,78.77459283,28.86,6.2,337.1071,-1
324.13,332.0,323.9,331.62,314.7711111,34765982.0,24321868.9,1.801927568,31671000000.0,18730000000.0,79.15428416,27.41,6.2,331.355,331.49,326.37,329.37,317.12,27073182.0,24107990.65,2.014278094,31671000000.0,18730000000.0,75.33811494,22.08,6.2,330.31,333.45,330.0,333.13,319.9777778,26487109.0,24182694.9,2.238261709,31671000000.0,18730000000.0,77.30706157,24.9,6.2,333.9,334.9,330.65,334.0,322.56,21500082.0,23857571.05,2.388667182,31671000000.0,18730000000.0,77.74971051,26.59,6.2,332.89,336.54,329.51,336.44,325.5911111,23992202.0,24035657.6,2.52118055,31671000000.0,18730000000.0,78.98764775,25.68,6.2,338.51,338.79,334.4217,336.06,328.6944444,22570098.0,24279877.5,2.56046334,31671000000.0,18730000000.0,78.25740566,26.9,6.2,337.3,-1
324.325,324.87,321.3601,324.35,312.0677778,26297943.0,24087883.8,1.400373619,31671000000.0,18730000000.0,75.41843215,21.6,6.2,324.13,332.0,323.9,331.62,314.7711111,34765982.0,24321868.9,1.801927568,31671000000.0,18730000000.0,79.15428416,27.41,6.2,331.355,331.49,326.37,329.37,317.12,27073182.0,24107990.65,2.014278094,31671000000.0,18730000000.0,75.33811494,22.08,6.2,330.31,333.45,330.0,333.13,319.9777778,26487109.0,24182694.9,2.238261709,31671000000.0,18730000000.0,77.30706157,24.9,6.2,333.9,334.9,330.65,334.0,322.56,21500082.0,23857571.05,2.388667182,31671000000.0,18730000000.0,77.74971051,26.59,6.2,332.89,336.54,329.51,336.44,325.5911111,23992202.0,24035657.6,2.52118055,31671000000.0,18730000000.0,78.98764775,25.68,6.2,338.51,-1
316.0,326.0973,316.0,323.17,309.83,52588690.0,24390168.4,1.096143201,31671000000.0,18730000000.0,74.73603488,26.86,6.2,324.325,324.87,321.3601,324.35,312.0677778,26297943.0,24087883.8,1.400373619,31671000000.0,18730000000.0,75.41843215,21.6,6.2,324.13,332.0,323.9,331.62,314.7711111,34765982.0,24321868.9,1.801927568,31671000000.0,18730000000.0,79.15428416,27.41,6.2,331.355,331.49,326.37,329.37,317.12,27073182.0,24107990.65,2.014278094,31671000000.0,18730000000.0,75.33811494,22.08,6.2,330.31,333.45,330.0,333.13,319.9777778,26487109.0,24182694.9,2.238261709,31671000000.0,18730000000.0,77.30706157,24.9,6.2,333.9,334.9,330.65,334.0,322.56,21500082.0,23857571.05,2.388667182,31671000000.0,18730000000.0,77.74971051,26.59,6.2,332.89,1
311.0,312.395,308.5967,310.11,307.5611111,28107349.0,23078418.7,0.711917852,31671000000.0,18730000000.0,64.6508729,17.23,6.2,316.0,326.0973,316.0,323.17,309.83,52588690.0,24390168.4,1.096143201,31671000000.0,18730000000.0,74.73603488,26.86,6.2,324.325,324.87,321.3601,324.35,312.0677778,26297943.0,24087883.8,1.400373619,31671000000.0,18730000000.0,75.41843215,21.6,6.2,324.13,332.0,323.9,331.62,314.7711111,34765982.0,24321868.9,1.801927568,31671000000.0,18730000000.0,79.15428416,27.41,6.2,331.355,331.49,326.37,329.37,317.12,27073182.0,24107990.65,2.014278094,31671000000.0,18730000000.0,75.33811494,22.08,6.2,330.31,333.45,330.0,333.13,319.9777778,26487109.0,24182694.9,2.238261709,31671000000.0,18730000000.0,77.30706157,24.9,6.2,333.9,1
309.36,309.4,306.46,308.13,306.0277778,17554469.0,23832363.1,0.647257769,31671000000.0,18730000000.0,62.5460461,13.9,6.2,311.0,312.395,308.5967,310.11,307.5611111,28107349.0,23078418.7,0.711917852,31671000000.0,18730000000.0,64.6508729,17.23,6.2,316.0,326.0973,316.0,323.17,309.83,52588690.0,24390168.4,1.096143201,31671000000.0,18730000000.0,74.73603488,26.86,6.2,324.325,324.87,321.3601,324.35,312.0677778,26297943.0,24087883.8,1.400373619,31671000000.0,18730000000.0,75.41843215,21.6,6.2,324.13,332.0,323.9,331.62,314.7711111,34765982.0,24321868.9,1.801927568,31671000000.0,18730000000.0,79.15428416,27.41,6.2,331.355,331.49,326.37,329.37,317.12,27073182.0,24107990.65,2.014278094,31671000000.0,18730000000.0,75.33811494,22.08,6.2,330.31,1
310.4,311.09,307.8,309.16,304.3333333,17449332.0,24133226.75,0.609602106,31671000000.0,18730000000.0,64.3982952,14.31,6.2,309.36,309.4,306.46,308.13,306.0277778,17554469.0,23832363.1,0.647257769,31671000000.0,18730000000.0,62.5460461,13.9,6.2,311.0,312.395,308.5967,310.11,307.5611111,28107349.0,23078418.7,0.711917852,31671000000.0,18730000000.0,64.6508729,17.23,6.2,316.0,326.0973,316.0,323.17,309.83,52588690.0,24390168.4,1.096143201,31671000000.0,18730000000.0,74.73603488,26.86,6.2,324.325,324.87,321.3601,324.35,312.0677778,26297943.0,24087883.8,1.400373619,31671000000.0,18730000000.0,75.41843215,21.6,6.2,324.13,332.0,323.9,331.62,314.7711111,34765982.0,24321868.9,1.801927568,31671000000.0,18730000000.0,79.15428416,27.41,6.2,331.355,-1
307.1702,311.02,306.36,310.76,302.6744444,16918100.0,24010709.05,0.502873925,31671000000.0,18730000000.0,67.27192946,15.91,6.2,310.4,311.09,307.8,309.16,304.3333333,17449332.0,24133226.75,0.609602106,31671000000.0,18730000000.0,64.3982952,14.31,6.2,309.36,309.4,306.46,308.13,306.0277778,17554469.0,23832363.1,0.647257769,31671000000.0,18730000000.0,62.5460461,13.9,6.2,311.0,312.395,308.5967,310.11,307.5611111,28107349.0,23078418.7,0.711917852,31671000000.0,18730000000.0,64.6508729,17.23,6.2,316.0,326.0973,316.0,323.17,309.83,52588690.0,24390168.4,1.096143201,31671000000.0,18730000000.0,74.73603488,26.86,6.2,324.325,324.87,321.3601,324.35,312.0677778,26297943.0,24087883.8,1.400373619,31671000000.0,18730000000.0,75.41843215,21.6,6.2,324.13,1
309.21,309.7,306.11,307.41,300.9066667,16537069.0,24095034.1,0.289807148,31671000000.0,18730000000.0,64.16285858,14.3,6.2,307.1702,311.02,306.36,310.76,302.6744444,16918100.0,24010709.05,0.502873925,31671000000.0,18730000000.0,67.27192946,15.91,6.2,310.4,311.09,307.8,309.16,304.3333333,17449332.0,24133226.75,0.609602106,31671000000.0,18730000000.0,64.3982952,14.31,6.2,309.36,309.4,306.46,308.13,306.0277778,17554469.0,23832363.1,0.647257769,31671000000.0,18730000000.0,62.5460461,13.9,6.2,311.0,312.395,308.5967,310.11,307.5611111,28107349.0,23078418.7,0.711917852,31671000000.0,18730000000.0,64.6508729,17.23,6.2,316.0,326.0973,316.0,323.17,309.83,52588690.0,24390168.4,1.096143201,31671000000.0,18730000000.0,74.73603488,26.86,6.2,324.325,1
308.348,309.3,307.22,308.23,299.5111111,17682139.0,24599497.75,0.116986588,31671000000.0,18730000000.0,65.57884253,19.47,6.2,309.21,309.7,306.11,307.41,300.9066667,16537069.0,24095034.1,0.289807148,31671000000.0,18730000000.0,64.16285858,14.3,6.2,307.1702,311.02,306.36,310.76,302.6744444,16918100.0,24010709.05,0.502873925,31671000000.0,18730000000.0,67.27192946,15.91,6.2,310.4,311.09,307.8,309.16,304.3333333,17449332.0,24133226.75,0.609602106,31671000000.0,18730000000.0,64.3982952,14.31,6.2,309.36,309.4,306.46,308.13,306.0277778,17554469.0,23832363.1,0.647257769,31671000000.0,18730000000.0,62.5460461,13.9,6.2,311.0,312.395,308.5967,310.11,307.5611111,28107349.0,23078418.7,0.711917852,31671000000.0,18730000000.0,64.6508729,17.23,6.2,316.0,1
