time,open,high,low,close,MA,Volume,Volume MA,Plot,Gross profit,Free cash flow,RSI,MOM,U.S. Inflation
1572442200,133.3,133.53,131.73,132.84,129.0904889,9627603,9037146.55,0.037028387,13967000000,6782000000,55.95113118,-2.33,1.774621489
1572528600,132.38,132.84,130.89,132.04,129.5727111,7686682,9050789.7,0.090482237,13967000000,6782000000,53.83738101,-4.13,1.774621489
1572615000,132.05,133,131.14,131.2,129.9260444,5541792,8965861.25,0.108857971,13967000000,6782000000,51.6317366,3.5,2.043730372
1572877800,131.8,131.95,130.09,130.23,130.0404889,6140323,9001019.35,0.096144571,13967000000,6782000000,49.12871767,2.21,2.043730372
1572964200,130.53,131.47,129.68,130.42,130.0982667,6257266,8917535.75,0.090860087,13967000000,6782000000,49.64367117,1.22,2.043730372
1573050600,130.42,131.48,129.7,130.96,130.4827111,5450031,8797278.6,0.100870504,13967000000,6782000000,51.15696348,1.06,2.043730372
1573137000,131.73,132.38,131.01,131.43,130.8249333,5874081,8827686.85,0.120665488,13967000000,6782000000,52.4950866,3.93,2.043730372
1573223400,131.3,133.04,130.97,133,131.2493778,5003528,8718478.9,0.177468691,13967000000,6782000000,56.75692044,4.65,2.043730372
1573482600,132.27,132.5247,131.33,131.98,131.5666667,4371362,8644453.7,0.191928523,13967000000,6782000000,53.40477194,2.8,2.043730372
1573569000,132,132.09,131.02,131.35,131.4011111,5229157,8403467.6,0.183766661,13967000000,6782000000,51.38605796,2.2256,2.043730372
1573655400,131.04,131.487,130.72,131.27,131.3155556,5921414,8076344.95,0.172994307,13967000000,6782000000,51.12179582,-1.57,2.043730372
1573741800,131.03,131.36,130.14,130.96,131.2888889,4217472,7856584.9,0.154083716,13967000000,6782000000,50.04773115,-1.08,2.043730372
1573828200,131.25,134.97,130.78,134.94,131.8122222,10495624,7087392.95,0.24521778,13967000000,6782000000,61.29199802,3.74,2.043730372
1574087400,134.22,135.69,132.66,134.83,132.3022222,9293614,6846702.95,0.309541422,13967000000,6782000000,60.88407899,4.6,2.043730372
1574173800,135,135.19,134.21,134.82,132.7311111,5192243,6725032.75,0.354609455,13967000000,6782000000,60.84443448,4.4,2.043730372
1574260200,135.11,136.34,134.07,135.94,133.2322222,7600882,6768964.15,0.414460534,13967000000,6782000000,63.69571468,4.98,2.043730372
1574346600,135.94,136.85,135,136.44,133.6144444,6424868,6482889.65,0.467899601,13967000000,6782000000,64.92371001,5.01,2.043730372
1574433000,136.65,138.63,136.5,138.07,134.2911111,9235894,6597321.85,0.545919714,13967000000,6782000000,68.64694901,5.07,2.043730372
1574692200,137.06,137.65,136.24,137.18,134.9388889,6111909,6509102.15,0.573371815,13967000000,6782000000,64.61401534,5.2,2.043730372
1574778600,136.47,137.34,135.15,137.17,135.5944444,10637413,6815657.9,0.584736422,13967000000,6782000000,64.56811534,5.82,2.043730372
1574865000,137.16,138.25,136.9,137.75,136.3488889,5522951,6610425.3,0.599192432,13967000000,6782000000,66.07346729,6.48,2.043730372
1575037800,137.6,138.27,136.94,137.49,136.6322222,3278854,6390033.9,0.592872384,13967000000,6782000000,64.74551185,6.53,2.043730372
1575297000,137.72,137.85,136.85,137.36,136.9133333,4717317,6348810.15,0.573835611,13967000000,6782000000,64.05233183,2.42,2.261448832
1575383400,136.91,137.45,136.16,137.16,137.1733333,6419310,6362759.5,0.543138411,13967000000,6782000000,62.93596584,2.33,2.261448832
1575469800,138.5,139.74,138.04,139.38,137.5555556,7257393,6412765.85,0.569193368,13967000000,6782000000,69.32656683,4.56,2.261448832
1575556200,139.35,139.745,137.95,139.56,137.9022222,5473037,6413916.15,0.583481436,13967000000,6782000000,69.78151912,3.62,2.261448832
1575642600,139.46,141.58,139.46,140.38,138.1588889,6640534,6452238.8,0.605522178,13967000000,6782000000,71.83125101,3.94,2.261448832
1575901800,140.39,140.81,140.0601,140.5,138.5277778,4260566,6415090.7,0.614070717,13967000000,6782000000,72.12918916,2.43,2.261448832
