time,open,high,low,close,MA,Volume,Volume MA,Plot,Gross profit,Free cash flow,RSI,MOM,U.S. Inflation
1572964200,56.69,56.87,55.97,56.39,56.12666667,10503274,12766556.4,0.351591853,4219000000,2366000000,71.88229308,1.97,2.043730372
1573050600,56.61,57.14,56.14,56.96,56.41444444,13475577,13048901.3,0.336261957,4219000000,2366000000,74.26639896,2.19,2.043730372
1573137000,57.03,57.62,56.9,57.58,56.70333333,11893090,13079541.6,0.332290628,4219000000,2366000000,76.5913973,3.21,2.043730372
1573223400,57.61,58.055,57.29,58.02,56.97333333,11584507,13093406.2,0.332215579,4219000000,2366000000,78.10337353,3.04,2.043730372
1573482600,57.87,58.3,57.45,58.15,57.23777778,9096651,13262221.55,0.326661348,4219000000,2366000000,78.54432124,2.56,2.043730372
1573569000,58.25,59,58.12,58.39,57.40666667,9701465,13375180.05,0.319806318,4219000000,2366000000,79.37027529,2.62,2.043730372
1573655400,58.24,59.175,57.895,58.79,57.56444444,13395911,13605883.1,0.316271436,4219000000,2366000000,80.7035639,1.92,2.043730372
1573741800,58.61,58.85,57.92,58.51,57.71444444,10933241,13705647.55,0.296857082,4219000000,2366000000,76.9542972,1.14,2.043730372
1573828200,58.54,58.79,58.395,58.59,57.93111111,9725844,13648928.7,0.275067055,4219000000,2366000000,77.27908232,1.43,2.043730372
1574087400,58.19,58.53,57.29,57.65,58.07111111,28506995,14415493.95,0.224081557,4219000000,2366000000,65.58346663,1.01,2.043730372
1574173800,57.84,57.85,56.26,56.48,58.01777778,39249440,15028116.7,0.144947104,4219000000,2366000000,54.52278575,0.09,2.043730372
1574260200,56.16,56.5,55.3,56.41,57.88777778,185434153,23641565.3,0.074955309,4219000000,2366000000,53.93668991,-0.55,2.043730372
1574346600,57.13,57.46,56.46,56.85,57.75777778,22936035,24056133.95,0.026969154,4219000000,2366000000,57.06118591,-0.73,2.043730372
1574433000,56.65,57.115,55.92,56.45,57.56888889,21515696,24514266.1,-0.025901058,4219000000,2366000000,53.50786485,-1.57,2.043730372
1574692200,56.92,57.1,55.94,56.17,57.32222222,23279584,24981682.1,-0.078453533,4219000000,2366000000,51.1086413,-1.98,2.043730372
1574778600,56.33,56.9,56.08,56.73,57.09333333,21947506,25623111.75,-0.107148929,4219000000,2366000000,55.41451483,-1.66,2.043730372
1574865000,56.94,57.85,56.9,57.6,56.99222222,25910682,26210696.2,-0.108429992,4219000000,2366000000,61.14040878,-1.19,2.043730372
1575037800,57.23,57.37,56.85,56.94,56.80888889,11292388,25523218.85,-0.129777507,4219000000,2366000000,55.33468207,-1.57,2.043730372
1575297000,57.34,58.1,57.28,57.41,56.78222222,24719772,25903097.1,-0.135731833,4219000000,2366000000,58.36654335,-1.18,2.261448832
1575383400,57,57.81,56.68,57.75,56.92333333,26170535,26563617.3,-0.133109524,4219000000,2366000000,60.45760853,0.1,2.261448832
1575469800,57.83,58.98,57.5535,58.9,57.2,22259508,27151429,-0.101900802,4219000000,2366000000,66.57302196,2.42,2.261448832
1575556200,58.86,59.67,58.8,59.48,57.49222222,17151800,27335240.15,-0.06439189,4219000000,2366000000,69.16329582,3.07,2.261448832
1575642600,59.88,60.86,59.82,59.95,57.88111111,17773693,27629270.3,-0.025551311,4219000000,2366000000,71.11652228,3.1,2.261448832
1575901800,60.59,61.58,60.4,61.28,58.44888889,16455526,27872821.25,0.036981909,4219000000,2366000000,75.78979906,4.83,2.261448832
1575988200,61.03,62.3699,60.93,62.09,59.04444444,19225196,28379248.5,0.102815228,4219000000,2366000000,78.11246589,5.92,2.261448832
1576074600,62.87,62.98,61.96,62.41,59.57888889,18263542,28807352.35,0.156850783,4219000000,2366000000,78.97080864,5.68,2.261448832
1576161000,62.42,64.215,62.42,63.94,60.35666667,17354350,29005274.3,0.233549196,4219000000,2366000000,82.50374043,6.34,2.261448832
1576247400,64.04,64.75,63.79,63.82,61.06888889,14569249,29187074.7,0.281867111,4219000000,2366000000,81.34938001,6.88,2.261448832
1576506600,63.1,64.27,63.01,63.5,61.70777778,23019464,29851755.7,0.301858481,4219000000,2366000000,78.20694347,6.09,2.261448832
1576593000,63.8,64.55,63.535,64.11,62.28666667,16207782,29236795.05,0.324599574,4219000000,2366000000,79.80816902,6.36,2.261448832
1576679400,63.87,64.28,62.97,63.15,62.69444444,14824720,28015559.05,0.306502944,4219000000,2366000000,70.97048952,4.25,2.261448832
1576765800,63.18,63.46,62.74,62.85,63.01666667,12929764,19390339.6,0.274746971,4219000000,2366000000,68.42065027,3.37,2.261448832
1576852200,63.58,63.59,62.92,63.51,63.26444444,24137182,19450396.95,0.258785375,4219000000,2366000000,70.89788373,3.56,2.261448832
1577111400,63.55,63.8,63.08,63.21,63.38888889,12916065,19020415.4,0.229271949,4219000000,2366000000,68.27611396,1.93,2.261448832
1577197800,63.02,63.43,63.01,63.16,63.47222222,2890424,18000957.4,0.196399317,4219000000,2366000000,67.82592953,1.07,2.261448832
1577370600,63.23,64.04,63.18,63.96,63.47444444,8188977,17313030.95,0.184386554,4219000000,2366000000,71.10838035,1.55,2.261448832
1577457000,64.17,64.3,63.83,64.14,63.51,7687022,16401847.95,0.171919494,4219000000,2366000000,71.8053692,0.2,2.261448832
1577716200,64.09,64.46,63.64,63.73,63.53555556,7862726,16230364.85,0.14327243,4219000000,2366000000,67.79357615,-0.09,2.261448832
1577802600,63.59,64.21,63.51,64.19,63.54444444,9379442,15463348.35,0.126022126,4415000000,1787000000,69.8302082,0.69,2.261448832
1577975400,63.85,64,63.135,63.34,63.56555556,12417848,14775714,0.082399334,4415000000,1787000000,62.02502988,-0.77,2.474241506
1578061800,62.61,63.33,62.55,62.78,63.55777778,12986712,14312074.2,0.026824021,4415000000,1787000000,57.46763556,-0.37,2.474241506
1578321000,62.9,63.2354,62.67,62.98,63.49888889,11312026,14020085.5,-0.016574441,4415000000,1787000000,58.63657698,0.13,2.474241506
1578407400,62.84,64.18,62.77,63.93,63.57888889,15572205,13910011.1,-0.02951293,4415000000,1787000000,63.73503427,0.42,2.474241506
1578493800,64.05,64.61,63.86,63.86,63.65666667,18527321,14013600.85,-0.046188866,4415000000,1787000000,63.11768281,0.65,2.474241506
1578580200,64.14,65.775,64.12,65.45,63.82222222,16171348,13860908.45,-0.020552551,4415000000,1787000000,70.18260945,2.29,2.474241506
1578666600,65.45,65.97,65.04,65.23,63.94333333,11699844,13532723.55,-0.011458448,4415000000,1787000000,68.23497811,1.27,2.474241506
1578925800,65.43,66.99,65.37,66.15,64.21222222,19246217,13627316.9,0.015503645,4415000000,1787000000,71.76382588,2.01,2.474241506
1579012200,65.81,66.53,65.57,66.44,64.46222222,30561020,14426905.45,0.038847477,4415000000,1787000000,72.78996836,2.71,2.474241506
1579098600,66.43,67.0881,66.43,66.58,64.82222222,10937389,13822801.7,0.054931921,4415000000,1787000000,73.29453289,2.39,2.474241506
1579185000,66.63,66.965,66.5119,66.78,65.26666667,8435750,13434200.1,0.066725185,4415000000,1787000000,74.03526008,3.44,2.474241506
1579271400,66.75,67.2114,66.7,66.72,65.68222222,14374964,13411712.3,0.067936044,4415000000,1787000000,73.37771095,3.94,2.474241506
1579617000,66.7,67.62,66.532,67.43,66.07111111,12519551,13391201.65,0.081727709,4415000000,1787000000,76.08453604,4.45,2.474241506
1579703400,67.91,68.34,67.22,67.43,66.46777778,15187040,12943694.55,0.085820161,4415000000,1787000000,76.08453604,3.5,2.474241506
1579789800,67.13,67.25,66.03,66.87,66.62555556,13183667,12957074.65,0.067129072,4415000000,1787000000,69.61031609,3.01,2.474241506
1579876200,66.39,66.74,63.605,64.16,66.50666667,22453038,13935205.35,-0.027165231,4415000000,1787000000,48.22453734,-1.29,2.474241506
1580135400,63.26,64.63,63.09,63.7,66.23444444,20951131,14573313.05,-0.117732723,4415000000,1787000000,45.66027077,-1.53,2.474241506
1580221800,64.13,65.365,63.9,64.81,66.05333333,12761941,14827059,-0.161411183,4415000000,1787000000,52.25734669,-1.34,2.474241506
1580308200,65.02,65.09,64.125,64.14,65.78222222,10763852,14972115.3,-0.216098958,4415000000,1787000000,48.43500206,-2.3,2.474241506
1580394600,63.8,64.31,63.39,63.81,65.45222222,10783736,15042330,-0.269175157,4415000000,1787000000,46.62601842,-2.77,2.474241506
1580481000,63.63,63.69,62.51,62.95,65.03333333,12898017,15066338.45,-0.334395074,4415000000,1787000000,42.2023631,-3.83,2.474241506
1580740200,63.1,64.24,63.05,63.58,64.60555556,15987102,15216357.95,-0.367547662,4415000000,1787000000,46.2271491,-3.14,2.314512845
1580826600,64.07,64.94,64.05,64.29,64.25666667,11740188,15237766.05,-0.372973926,4415000000,1787000000,50.41761763,-3.14,2.314512845
1580913000,64.92,65.85,64.85,65.59,64.11444444,14991624,15208737,-0.340686406,4415000000,1787000000,57.02177857,-1.84,2.314512845
1580999400,67,67.8,66.39,67.1,64.44111111,16488538,15106797.85,-0.273835062,4415000000,1787000000,63.15982562,0.23,2.314512845
1581085800,66.68,67.01,65.84,66.25,64.72444444,13093706,14952915.75,-0.245005447,4415000000,1787000000,58.12727236,2.09,2.314512845
1581345000,65.88,67.12,65.8,66.91,64.95777778,13218474,15028847.25,-0.205208649,4415000000,1787000000,60.74289687,3.21,2.314512845
1581431400,67.35,67.55,66.97,66.99,65.27444444,7261691,14429620.95,-0.173165448,4415000000,1787000000,61.06041332,2.18,2.314512845
1581517800,67.09,67.495,66.57,67,65.62888889,11213675,13462253.7,-0.149494048,4415000000,1787000000,61.1027641,2.86,2.314512845
1581604200,66.72,66.95,66.04,66.08,65.97666667,9149461,13372857.3,-0.157824098,4415000000,1787000000,55.15903211,2.27,2.314512845
1581690600,66.25,66.83,65.98,66.38,66.28777778,7530791,13327609.35,-0.157792256,4415000000,1787000000,56.6401982,3.43,2.314512845
1582036200,66.51,66.97,65.44,66.07,66.48555556,13832958,13300509.05,-0.167723688,4415000000,1787000000,54.63202484,2.49,2.314512845
1582122600,66,66.05,65.36,65.71,66.49888889,9905376,13169800.3,-0.186525919,4415000000,1787000000,52.31245716,1.42,2.314512845
1582209000,65.63,65.98,64.89,65.17,66.28444444,11360503,12978473.45,-0.216719587,4415000000,1787000000,48.9548389,-0.42,2.314512845
1582295400,64.87,65.87,64.8,65.63,66.21555556,10134807,12826030.45,-0.228130009,4415000000,1787000000,51.79329636,-1.47,2.314512845
1582554600,64.08,65.06,63.69,63.97,65.88888889,12105013,12308629.2,-0.282072264,4415000000,1787000000,42.58952978,-2.28,2.314512845
1582641000,63.89,63.91,61.6,62.14,65.35,15706044,12046374.85,-0.372671178,4415000000,1787000000,35.1697783,-4.77,2.314512845
1582727400,61.75,63.39,61.61,62.04,64.79888889,11266849,11971620.25,-0.443317225,4415000000,1787000000,34.81286733,-4.95,2.314512845
1582813800,61,61.58,59.56,59.58,64.07666667,20624838,12464669.55,-0.561052271,4415000000,1787000000,27.43655039,-7.42,2.314512845
1582900200,57.76,59.21,56.37,59.06,63.26333333,28294863,13340225.9,-0.6607476,4415000000,1787000000,26.17407191,-7.02,2.314512845
1583159400,59.57,60.775,58.68,60.34,62.62666667,19500308,13670340.45,-0.695879857,4415000000,1787000000,34.20027041,-6.04,1.51172353
1583245800,60.86,61.85,58.3442,59.2,61.90333333,18250052,13783487.95,-0.745572956,4415000000,1787000000,30.97078882,-6.87,1.51172353
1583332200,60.2,61.68,59.6875,61.48,61.49333333,18228259,14107891.5,-0.712946524,4415000000,1787000000,42.6374459,-4.23,1.51172353
1583418600,60.7,61.24,59.84,60.5,60.92333333,15119363,14114278.45,-0.704916558,4415000000,1787000000,39.54381828,-4.67,1.51172353
1583505000,58.88,60.42,58.755,60.31,60.51666667,14833934,14031548.25,-0.694487511,4415000000,1787000000,38.95370173,-5.32,1.51172353
1583760600,56.01,59.14,56,57.66,60.01888889,22385905,14496158.2,-0.748704646,4415000000,1787000000,31.82105484,-6.31,1.51172353
1583847000,58.82,58.95,55.91,57.93,59.56222222,24830987,15076783.85,-0.772949667,4415000000,1787000000,33.16386886,-4.21,1.51172353
1583933400,56.78,57.96,55.81,56.51,59.22111111,19771942,15702296.4,-0.819004552,4415000000,1787000000,29.83566049,-5.53,1.51172353
1584019800,52.33,54.9,50.62,52.75,58.52,22963004,16289762.85,-0.944300121,4415000000,1787000000,23.19722739,-6.83,1.51172353
1584106200,54.89,55.5,51.78,54.99,57.92555556,23503557,17007467.65,-0.9663783,4415000000,1787000000,32.79124736,-4.07,1.51172353
1584365400,50.13,53.7588,48.01,51.11,57.02666667,20582756,17660065.9,-1.073264175,4415000000,1787000000,26.59426683,-9.23,1.51172353
1584451800,51.83,54.1,51.2,54.09,56.20555556,17519635,17844399.75,-1.05823094,4415000000,1787000000,36.51734669,-5.11,1.51172353
1584538200,51.63,52.39,48.02,50.24,55.06555556,27384170,18718339.45,-1.133268079,4415000000,1787000000,30.73640348,-11.24,1.51172353
1584624600,50.11,50.7248,48.1275,48.79,53.78555556,20058311,19153229.85,-1.21167845,4415000000,1787000000,28.88194192,-11.71,1.51172353
1584711000,49.05,50.64,47.25,48.4,52.75666667,20370800,19665029.5,-1.262332677,4415000000,1787000000,28.38586591,-11.91,1.51172353
1584970200,47.19,48.4,45.76,46.4,51.47555556,21237024,20121630.05,-1.333756162,4415000000,1787000000,25.92653803,-11.26,1.51172353
1585056600,48.18,49.5,47.39,49.24,50.66777778,16484846,20160570.15,-1.288692591,4415000000,1787000000,34.59246626,-8.69,1.51172353
1585143000,49.03,51.9451,48.17,49.35,50.29,20921289,20643292.15,-1.22735226,4415000000,1787000000,34.91009887,-7.16,1.51172353
1585229400,50.46,53.32,50.31,52.25,49.98555556,21601730,20692136.75,-1.078424399,4415000000,1787000000,42.79699548,-0.5,1.51172353
1585315800,51.11,53.78,50.87,52.79,50.17222222,14498371,20002312.15,-0.927393281,4415000000,1787000000,44.15395045,-2.2,1.51172353
1585575000,53.2,55.08,53.2,54.39,50.20555556,18013518,19927972.65,-0.748154573,4415000000,1787000000,48.08366943,3.28,1.51172353
1585661400,54.3,56.235,54.24,55.74,50.81666667,28461663,20438553.2,-0.556413046,4850000000,3708000000,51.20366994,1.65,1.51172353
1585747800,53.62,55.7,53.52,54.82,51.48666667,13441282,20199204.35,-0.419303642,4850000000,3708000000,49.04072101,4.58,0.339174232
1585834200,54.84,55.32,53.58,55.21,52.24333333,12929443,20089708.35,-0.291223943,4850000000,3708000000,50.00484863,6.42,0.339174232
1585920600,54.99,56.47,54.9,55.53,53.25777778,14654184,20080720.85,-0.174015494,4850000000,3708000000,50.8269185,7.13,0.339174232
1586179800,57.07,58.07,56.58,57.87,54.21666667,22589716,20090911.4,-0.012406074,4850000000,3708000000,56.4642944,11.47,0.339174232
1586266200,58.53,58.59,56.68,56.9,55.05555556,19242560,19811490.05,0.091487548,4850000000,3708000000,53.71521401,7.66,0.339174232
1586352600,57.05,59.13,56.3607,58.25,55.72222222,15268733,19586329.6,0.211652227,4850000000,3708000000,56.86303372,8.9,0.339174232
1586439000,58.8,59.58,58.37,58.91,56.40222222,13256810,19101019.9,0.323762848,4850000000,3708000000,58.35423837,6.66,0.339174232
1586784600,58.5,59.4,58.06,58.92,56.90555556,13921584,18621921.25,0.410105915,4850000000,3708000000,58.37771601,6.13,0.339174232
1586871000,59.83,60.7255,59.63,60.04,57.38333333,14258954,18305731.15,0.504949288,4850000000,3708000000,61.02769423,5.65,0.339174232
1586957400,59.3,59.89,58.9,59.46,57.89888889,14402051,18149851.95,0.558675449,4850000000,3708000000,58.93509976,3.72,0.339174232
1587043800,59.8,60.35,59.5,59.56,58.38222222,12984907,17429888.8,0.597820183,4850000000,3708000000,59.19489387,4.74,0.339174232
1587130200,60.38,60.77,59.88,60.6,58.94555556,16697940,17261870.25,0.65024592,4850000000,3708000000,61.89487052,5.39,0.339174232
1587389400,60.75,62.84,60.6,61.68,59.36888889,17445971,17115628.8,0.712994747,4850000000,3708000000,64.52030099,6.15,0.339174232
1587475800,60.86,61.32,60.26,60.59,59.77888889,22203015,17163928.35,0.723766439,4850000000,3708000000,60.02521282,2.72,0.339174232
1587562200,61.26,61.91,60.88,60.93,60.07666667,12081489,16943760.5,0.732459628,4850000000,3708000000,60.93936445,4.03,0.339174232
1587648600,61.32,61.99,60.84,60.95,60.30333333,11897562,16492574.15,0.73048351,4850000000,3708000000,60.99586836,2.7,0.339174232
1587735000,61.67,62.545,61.26,62.25,60.67333333,10461464,15935560.85,0.754645758,4850000000,3708000000,64.58226239,3.34,0.339174232
1587994200,62.64,63.02,62.41,62.56,60.95333333,13994720,15910378.3,0.771656297,4850000000,3708000000,65.3992876,3.64,0.339174232
1588080600,62.93,63.18,61.77,62.14,61.25111111,10858903,15552647.55,0.762813706,4850000000,3708000000,63.26976079,2.1,0.339174232
1588167000,62.37,62.62,61.53,61.63,61.48111111,11035125,14681320.65,0.731339584,4850000000,3708000000,60.68570398,2.17,0.339174232
1588253400,60.85,61.11,60.36,60.81,61.50444444,17554519,14886982.5,0.674156966,4850000000,3708000000,56.67754227,1.25,0.339174232
1588339800,60.85,60.87,59.675,60.26,61.34666667,15582837,15019652.2,0.60500952,4850000000,3708000000,54.09669053,-0.34,0.223596258
1588599000,60.74,60.92,59.73,60.17,61.3,16989999,15136442.95,0.539928019,4850000000,3708000000,53.66604874,-1.51,0.223596258
1588685400,60.6,61.8,60.43,61.36,61.34777778,13340816,14673997.95,0.513510384,4850000000,3708000000,58.38342918,0.77,0.223596258
1588771800,61.65,62.23,60.94,61.13,61.36777778,14589041,14441322,0.478927973,4850000000,3708000000,57.17185665,0.2,0.223596258
1588858200,62.52,62.6,60.615,61.04,61.23333333,17537559,14554763.3,0.442187055,4850000000,3708000000,56.6762238,0.09,0.223596258
1588944600,61.83,62.18,60.95,61.05,61.06555556,16961400,14739992.8,0.406916128,4850000000,3708000000,56.72111859,-1.2,0.223596258
1589203800,60.87,62.81,60.77,62.66,61.12333333,14146754,14751251.3,0.416519623,4850000000,3708000000,63.31278201,0.1,0.223596258
1589290200,63.17,64.27,62.8766,63.35,61.31444444,18928073,14984707.25,0.435765815,4850000000,3708000000,65.72234351,1.21,0.223596258
1589376600,63.17,63.925,62.58,63.27,61.58777778,17287894,15128999.4,0.441196704,4850000000,3708000000,65.18776084,1.64,0.223596258
1589463000,62.5,64.125,62.13,63.77,61.97777778,18221663,15390837.2,0.451358124,4850000000,3708000000,66.9947264,2.96,0.223596258
