time,open,high,low,close,MA,Volume,Volume MA,Plot,Gross profit,Free cash flow,RSI,MOM,U.S. Inflation
1572528600,276.79,277.54,267.23,271.04,260.9488889,2699293,1819969.55,2.43045912,982854000,424791000,67.15322064,34.94,1.774621489
1572615000,273.82,278.51,272.3037,278.26,265.3711111,1545603,1843346.4,2.59171729,982854000,424791000,70.25919095,44.56,2.043730372
1572877800,280,281.72,274.4052,278.1,270.17,1293182,1848703.4,2.649979036,982854000,424791000,70.10099471,39.64,2.043730372
1572964200,279.55,280.82,274.39,277.95,275.1444444,1483957,1847408.95,2.626680506,982854000,424791000,69.94199842,43.04,2.043730372
1573050600,276.46,276.72,270.25,275.51,276.2455556,1690745,1852081.05,2.477538691,982854000,424791000,67.26922287,42.33,2.043730372
1573137000,278.25,278.3,272.3,274.11,276.6966667,1106721,1842093,2.260381255,982854000,424791000,65.71745037,8.51,2.043730372
1573223400,271.3,273.25,269.1,272.68,275.7444444,1373088,1850332.5,1.992320841,982854000,424791000,64.09114406,2.63,2.043730372
1573482600,269.66,273.11,268.6316,271.26,275.1633333,1179389,1870187.45,1.688641503,982854000,424791000,62.43875293,-9.99,2.043730372
1573569000,275.6,276.57,269,270.01,274.3244444,1106146,1835530.75,1.366221121,982854000,424791000,60.94908867,-6.48,2.043730372
1573655400,268.87,272.87,267.67,272.46,274.4822222,903275,1780715.6,1.134120721,982854000,424791000,62.82135854,-5.1,2.043730372
1573741800,271.8,275.81,270.81,275.09,274.13,1203385,1776708.75,0.980372365,982854000,424791000,64.77379744,4.05,2.043730372
1573828200,280.14,285.8723,280,283.68,274.75,2126628,1806847.2,1.050912509,982854000,424791000,70.26613689,5.42,2.043730372
1574087400,282.76,285.765,280.8,282.7,275.2777778,1366239,1810976.1,1.035079206,982854000,424791000,68.9454056,4.6,2.043730372
1574173800,284.57,284.57,276.58,276.76,275.4166667,1366373,1826608.1,0.817831819,982854000,424791000,61.41083592,-1.19,2.043730372
1574260200,275.98,277.26,270.4,274.13,275.4188889,1273121,1787250.05,0.537006026,982854000,424791000,58.36930903,-1.38,2.043730372
1574346600,265.72,269.68,262.9,263.9,274.4433333,2406970,1620796.85,0.005460393,982854000,424791000,48.34025142,-10.21,2.043730372
1574433000,265.48,266.67,260.12,261.98,273.4122222,1273610,1558912.8,-0.487265224,982854000,424791000,46.71781252,-10.7,2.043730372
1574692200,264.07,270.06,263.67,269.01,273.3011111,1988561,1531937.25,-0.699491637,982854000,424791000,52.94515275,-2.25,2.043730372
1574778600,270,271.41,267.2201,269.56,272.9788889,1790026,1517451.55,-0.865643863,982854000,424791000,53.40399278,-0.45,2.043730372
1574865000,270.8,272.055,269.38,270.94,272.5177778,875649,1502598.05,-0.970576057,982854000,424791000,54.60021485,-1.52,2.043730372
1575037800,270.8,270.8,265.79,266.83,270.6455556,759037,1405585.25,-1.174534963,982854000,424791000,50.44645683,-8.26,2.043730372
1575297000,266.48,266.48,261.3261,262.94,268.45,1316737,1394141.95,-1.445729964,982854000,424791000,46.81621464,-20.74,2.261448832
1575383400,256.79,261.6,255.5,257.84,266.3477778,1625911,1410778.4,-1.7970023,982854000,424791000,42.49823055,-24.86,2.261448832
1575469800,262.75,264.44,261.37,262.87,265.0966667,1207264,1396943.75,-1.929983378,982854000,424791000,47.62873747,-13.89,2.261448832
1575556200,264.65,265.25,262.43,264.82,265.1988889,1103850,1367599,-1.974019731,982854000,424791000,49.50952541,-9.31,2.261448832
1575642600,268,272.585,266.85,269.86,266.0744444,1358893,1380207.6,-1.863966593,982854000,424791000,54.09791043,5.96,2.261448832
1575901800,271.31,272.21,267.06,268.02,265.9644444,1045076,1363807,-1.821612092,982854000,424791000,52.23171693,6.04,2.261448832
1575988200,268.5,271.63,267.18,268.99,265.9011111,1183024,1363988.75,-1.755818696,982854000,424791000,53.14926989,-0.02,2.261448832
1576074600,268.75,276.05,268.515,275.4,266.3966667,1558624,1386612.65,-1.525041084,982854000,424791000,58.78348876,5.84,2.261448832
1576161000,274.45,285.53,274.09,284.7,268.3822222,1827795,1432838.65,-1.091136452,982854000,424791000,65.30304854,13.76,2.261448832
1576247400,283.89,288.87,280.51,281.95,270.4944444,2278644,1486601.6,-0.832278733,982854000,424791000,62.17140615,15.12,2.261448832
1576506600,286.15,288.44,284.25,284.25,273.4288889,1526293,1456584.85,-0.576541885,982854000,424791000,63.7377022,21.31,2.261448832
1576593000,286.5,291.25,285.33,290.57,276.5066667,2102064,1493376.1,-0.218350405,982854000,424791000,67.6958004,32.73,2.261448832
1576679400,290.41,292.25,286.89,288.02,279.0844444,1411934,1495654.15,-0.026384909,982854000,424791000,64.63047639,25.15,2.261448832
1576765800,290.61,293.41,288.28,293.29,281.6877778,1332827,1498639.45,0.245080416,982854000,424791000,67.86864066,28.47,2.261448832
1576852200,297.79,299.39,293.72,297.41,284.9533333,3350926,1545837.25,0.542682402,982854000,424791000,70.16808098,27.55,2.261448832
1577111400,298.38,299,294.27,294.45,287.7822222,1160884,1540200.95,0.663962676,982854000,424791000,66.48673024,26.43,2.261448832
1577197800,295.69,296.08,292.115,294.48,289.9022222,386612,1460103.5,0.727077568,982854000,424791000,66.5059103,25.49,2.261448832
1577370600,294.97,295.32,293.14,294.92,291.0377778,622043,1401704.35,0.754856356,982854000,424791000,66.80597111,19.52,2.261448832
1577457000,295.92,296.37,292.765,293.7,292.3433333,608281,1388335.95,0.709559274,982854000,424791000,65.06543409,9,2.261448832
1577716200,292.51,293.215,287.64,292.54,293.2644444,850605,1392914.35,0.609631219,982854000,424791000,63.37473249,10.59,2.261448832
1577802600,291.5,292.59,288.52,292.4,293.4677778,915380,1372846.5,0.496292934,1180906000,245874000,63.1614166,8.15,2.261448832
1577975400,295.78,299.8,294.491,297.89,294.5644444,1506417,1366871.8,0.526578806,1180906000,245874000,67.74618283,7.32,2.474241506
1578061800,292.05,296.81,291.72,294.69,294.72,962205,1354618.85,0.43250888,1180906000,245874000,62.83718003,6.67,2.474241506
1578321000,289.79,292.03,287.54,289.19,293.8066667,1340668,1366459.75,0.180999822,1180906000,245874000,55.40592669,-4.1,2.474241506
1578407400,291.74,298.535,291.376,296.24,294.0055556,1561967,1376613.45,0.150917589,1180906000,245874000,61.66428048,-1.17,2.474241506
1578493800,297.48,301.67,295.2,299.97,294.6155556,1553726,1402045.95,0.203336542,1180906000,245874000,64.50273692,5.52,2.474241506
1578580200,302.12,303.88,293.5,297.93,294.95,1375168,1411653.15,0.162727831,1180906000,245874000,61.80732834,3.45,2.474241506
