time,open,high,low,close,MA,Volume,Volume MA,Plot,Gross profit,Free cash flow,RSI,MOM,U.S. Inflation
1572355800,266.68,275.69,266.32,272.64,259.8166667,1537881,1653379.55,3.027231237,NaN,1396000000,69.90520997,23.7,1.774621489
1572442200,271.79,274.19,270.5,273.46,262.5066667,962795,1637335.35,3.266181335,NaN,1396000000,70.40401884,28.44,1.774621489
1572528600,272.46,275.23,266.63,269.08,264.6933333,1877442,1662284.95,3.292755554,NaN,1396000000,64.27578692,19.83,1.774621489
1572615000,269.32,275.71,268.69,270.75,266.6577778,1432674,1687846.55,3.316607226,NaN,1396000000,65.50854073,21.35,2.043730372
1572877800,272.4,273.52,266.53,271.72,267.9322222,1175214,1684295.7,3.317863282,NaN,1396000000,66.23731102,18.65,2.043730372
1572964200,273.86,275.81,271.675,273,268.9866667,1404500,1675568.95,3.308793841,NaN,1396000000,67.22152769,12.75,2.043730372
1573050600,272.51,277.55,272.5,277.32,270.9677778,1603858,1708183.6,3.372985158,NaN,1396000000,70.3617782,13.81,2.043730372
1573137000,277.72,281.03,277.72,279.77,272.8233333,1614037,1731213.6,3.441240573,NaN,1396000000,72.00009955,20.28,2.043730372
1573223400,280.01,283.44,279.01,282.09,274.4255556,1229659,1714333.55,3.506837584,NaN,1396000000,73.49424773,19.02,2.043730372
1573482600,279.78,281.22,277.7337,279.15,275.1488889,992954,1701270.85,3.425729546,NaN,1396000000,68.50533824,11.48,2.043730372
1573569000,278.53,284.98,278.53,283.67,276.2833333,1302645,1623523.35,3.432742925,NaN,1396000000,71.68739481,11.03,2.043730372
1573655400,281.8,287.66,280.83,283.74,277.9122222,1309738,1601480.05,3.386431237,NaN,1396000000,71.73502298,10.28,2.043730372
1573741800,283,284.48,281.92,282.01,279.1633333,1186936,1589295.75,3.249569321,NaN,1396000000,68.66086585,12.93,2.043730372
1573828200,281.79,298.62,278.64,297.82,282.0633333,2661813,1645656.7,3.518213213,NaN,1396000000,77.95750571,27.07,2.043730372
1574087400,297.6,307.38,293.715,294,284.3966667,2349621,1641144.9,3.564855729,NaN,1396000000,72.3712446,22.28,2.043730372
1574173800,294.48,295.155,290.12,292.72,286.1077778,2286875,1611359.65,3.505883128,NaN,1396000000,70.54704067,19.72,2.043730372
1574260200,293.54,293.69,288.045,292.7,287.5444444,1208982,1534505,3.398743732,NaN,1396000000,70.51713134,15.38,2.043730372
1574346600,292.86,295.97,289.28,293.73,288.8377778,1368517,1523712.75,3.283173718,NaN,1396000000,71.19445447,13.96,2.043730372
1574433000,294.01,296.99,290.06,291.83,290.2466667,1149411,1512722.8,3.082480745,NaN,1396000000,68.08709131,9.74,2.043730372
1574692200,291,294.29,290.21,293.89,291.3822222,1451963,1505375.75,2.925043111,NaN,1396000000,69.6345663,14.74,2.043730372
1574778600,292.31,293.88,286.85,287.24,291.7711111,2464607,1551712.05,2.566973955,NaN,1396000000,59.58923696,3.57,2.043730372
