time,open,high,low,close,MA,Volume,Volume MA,Plot,Gross profit,Free cash flow,RSI,MOM,U.S. Inflation
1572355800,53.79,54.41,53.7,54.24,53.37666667,5472150,4713089.4,0.098359196,NaN,1003000000,66.24787956,1.5,1.774621489
1572442200,54.09,54.1,53.54,53.68,53.51444444,4063426,4633633.8,0.089827892,NaN,1003000000,60.0628377,0.69,1.774621489
1572528600,53.29,53.68,52.48,53.05,53.55666667,4361123,4585744.8,0.062870898,NaN,1003000000,53.95939416,0.61,1.774621489
1572615000,53.61,54.12,53.4,54.1,53.62888889,3487313,4536699.35,0.067490861,NaN,1003000000,61.06142525,1.43,2.043730372
1572877800,54.44,54.82,54.38,54.61,53.75555556,5017276,4604812.95,0.08191523,NaN,1003000000,63.96870592,1.16,2.043730372
1572964200,54.87,55.66,54.83,55.36,53.96333333,5884665,4663927.35,0.11018681,NaN,1003000000,67.77871127,1.89,2.043730372
1573050600,55.18,55.36,54.79,55.25,54.20777778,5577321,4712346.4,0.125439106,NaN,1003000000,66.66528473,1.76,2.043730372
1573137000,55.1,55.53,54.58,54.73,54.33555556,5108617,4579493.2,0.119196041,NaN,1003000000,61.52032232,1.68,2.043730372
1573223400,54.61,55.02,54.32,54.94,54.44,4185342,4529115.8,0.116080297,NaN,1003000000,62.7699391,1.36,2.043730372
1573482600,54.44,54.64,54.13,54.29,54.44555556,3845358,4570492.5,0.092126235,NaN,1003000000,56.63883767,0.29,2.043730372
1573569000,54.15,54.535,54.04,54.44,54.53,4327970,4471501.8,0.07399942,NaN,1003000000,57.666461,0.2,2.043730372
1573655400,53.93,54.64,53.5834,54.37,54.67666667,5195510,4480285.9,0.054709504,NaN,1003000000,56.98771737,0.69,2.043730372
1573741800,54.18,54.68,54,54.6,54.73222222,4156993,4282852.9,0.042928482,NaN,1003000000,58.70747934,1.55,2.043730372
1573828200,54.9,54.95,54.41,54.61,54.73222222,5438350,4301050.15,0.031198458,NaN,1003000000,58.78463927,0.51,2.043730372
1574087400,54.46,55.05,54.46,55.01,54.69333333,3980014,4279452.95,0.030242104,NaN,1003000000,61.85508702,0.4,2.043730372
1574173800,55.15,55.2,54.5,54.69,54.63111111,5822634,4348072.8,0.018168562,NaN,1003000000,58.12450539,-0.67,2.043730372
1574260200,54.4,54.64,53.96,54.41,54.59555556,4566679,4449230.1,-0.001265757,NaN,1003000000,54.99880659,-0.84,2.043730372
1574346600,54.67,54.71,53.92,54.18,54.51111111,3551697,4511571.35,-0.024748032,NaN,1003000000,52.50126838,-0.55,2.043730372
1574433000,54.31,55,54.18,54.67,54.55333333,2208764,4512543.1,-0.031498537,NaN,1003000000,56.98305678,-0.27,2.043730372
1574692200,54.83,55.26,54.7041,55.2,54.63777778,3860080,4505564.1,-0.024055219,NaN,1003000000,61.24282458,0.91,2.043730372
1574778600,55.08,55.09,54.155,54.43,54.64444444,3752557,4419584.45,-0.04088832,NaN,1003000000,53.027134,-0.01,2.043730372
1574865000,54.68,54.98,54.5514,54.92,54.68,2400003,4336413.3,-0.042182197,NaN,1003000000,56.98197784,0.55,2.043730372
1575037800,54.89,55.08,54.64,54.72,54.69222222,1567080,4196711.15,-0.050050506,NaN,1003000000,54.94842199,0.12,2.043730372
1575297000,54.99,55.06,54.32,54.41,54.62555556,3293946,4187042.8,-0.065856422,NaN,1003000000,51.85912171,-0.2,2.261448832
1575383400,53.7,53.7,52.77,53.21,54.46111111,4541849,4163271.45,-0.111636071,NaN,1003000000,42.01249254,-1.8,2.261448832
1575469800,53.25,53.51,53.07,53.31,54.33888889,5437363,4140906.35,-0.144725922,NaN,1003000000,42.98403622,-1.38,2.261448832
1575556200,53.5,53.585,53.04,53.49,54.26222222,6088520,4166466.3,-0.165213417,NaN,1003000000,44.77753413,-0.92,2.261448832
1575642600,54.13,54.68,54.02,54.24,54.21444444,25954270,5208748.95,-0.160100485,NaN,1003000000,51.60801506,0.06,2.261448832
