time,open,high,low,close,MA,Volume,Volume MA,Plot,Gross profit,Free cash flow,RSI,MOM,U.S. Inflation
1572528600,152.78,153.37,150.72,152.42,150.5422222,1638038,1819019.1,-0.755669953,NaN,2398000000,46.82368143,-0.6,1.774621489
1572615000,152.96,153.186,150.07,150.44,150.2244444,1634140,1775289.75,-0.723128479,NaN,2398000000,42.62812962,-2.25,2.043730372
1572877800,151.52,151.52,147.34,147.72,150.1377778,1946100,1792816.85,-0.75973646,NaN,2398000000,37.6387442,-5.58,2.043730372
1572964200,148.08,149.74,147.48,148.83,149.99,3638150,1881224.7,-0.745519385,NaN,2398000000,40.68959136,0.33,2.043730372
1573050600,149.04,152.23,148.75,152.18,150.1077778,2324224,1942689.15,-0.631182825,NaN,2398000000,48.8264643,2.02,2.043730372
1573137000,152.54,154.14,152.28,152.92,150.5277778,2360171,1949816.9,-0.511376078,NaN,2398000000,50.44378571,1.8,2.043730372
1573223400,152.64,153.16,151.21,151.51,150.8911111,1161832,1880662.1,-0.447268974,NaN,2398000000,47.37164267,2.37,2.043730372
1573482600,150.64,151.73,150.3285,151.32,151.19,940746,1874254.55,-0.394268746,NaN,2398000000,46.95664089,3.08,2.043730372
1573569000,151.06,152.34,150.655,151.4,150.9711111,1117368,1872847.75,-0.343303048,NaN,2398000000,47.16651643,2.77,2.043730372
1573655400,150.89,152.7466,150.81,152.31,150.9588889,1015502,1849491.3,-0.272155739,NaN,2398000000,49.60893682,-1.06,2.043730372
1573741800,152.02,152.62,151.08,151.35,151.06,1468969,1860198.9,-0.237004897,NaN,2398000000,47.13348084,-1.07,2.043730372
1573828200,151.74,151.89,150.45,151.29,151.4566667,1710672,1865350,-0.205929214,NaN,2398000000,46.97570761,0.85,2.043730372
1574087400,151.42,153.15,151.05,152.82,151.9,1243905,1862976.3,-0.135413157,NaN,2398000000,51.43957372,5.1,2.043730372
1574173800,152.44,153.64,151.83,152.83,151.9722222,1142064,1785992.25,-0.076504409,NaN,2398000000,51.46833146,4,2.043730372
1574260200,152.44,153.13,151.1322,152.51,151.9266667,1206611,1773905.7,-0.03646378,NaN,2398000000,50.43895785,0.33,2.043730372
1574346600,153.14,153.145,149.63,149.97,151.7555556,1631314,1785179.05,-0.071792554,NaN,2398000000,43.07477766,-2.95,2.043730372
1574433000,150.05,151.75,150.05,151.13,151.7344444,1183911,1734282.95,-0.064903632,NaN,2398000000,46.88855534,-0.38,2.043730372
1574692200,151.33,152.32,149.47,149.97,151.5755556,1437573,1705118.35,-0.088115968,NaN,2398000000,43.7332115,-1.35,2.043730372
1574778600,150.38,151.95,149.92,151.77,151.5155556,1426334,1646922.5,-0.054180731,NaN,2398000000,49.42106873,0.37,2.043730372
1574865000,151.81,152.525,151.4053,152.08,151.5966667,845747,1553668.55,-0.016730063,NaN,2398000000,50.35190441,-0.23,2.043730372
1575037800,152.29,152.6731,151.07,151.48,151.6177778,678419,1505687.6,-0.001778119,NaN,2398000000,48.49176453,0.13,2.043730372
1575297000,151.85,152.25,149.69,149.78,151.28,1091181,1478539.65,-0.034308178,NaN,2398000000,43.57937238,-1.51,2.261448832
1575383400,148.88,150.74,147.92,149.38,150.8966667,1504424,1456455.85,-0.06798331,NaN,2398000000,42.48870019,-3.44,2.261448832
